,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,address
524,1476934,126134,Jack's Wife Freda,Mediterranean,32.93,Weekend,3,21,16,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
525,1476954,97370,Momoya,Japanese,14.21,Weekend,Not given,24,30,"Momoya, Kindia, Guinée"
526,1478160,52832,Donburi-ya,Japanese,15.86,Weekday,5,28,28,"Donburi-Ya, 789, Victoria Street, Hamilton Central, Hamilton City, Waikato, 3204, New Zealand/Aotearoa"
527,1478228,86233,TAO,Japanese,15.28,Weekend,4,33,22,"曹县, 菏泽市, 山东省, 中国"
528,1478002,348096,The Meatball Shop,Italian,12.13,Weekend,5,34,16,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
529,1478112,232542,The Meatball Shop,Italian,22.36,Weekend,4,35,21,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
530,1478114,237616,Shake Shack,American,5.68,Weekend,Not given,26,18,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
531,1477400,68775,Sushi of Gari Tribeca,Japanese,29.15,Weekend,4,22,17,
532,1478274,374826,Waverly Diner,American,22.8,Weekend,4,25,21,"Waverly Diner, 385, 6th Avenue, University Village, West Village, Manhattan, New York County, City of New York, New York, 10011, United States"
533,1477804,381020,The Meatball Shop,Italian,19.45,Weekend,5,21,19,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
534,1477572,150865,Vanessa's Dumpling House,Chinese,15.52,Weekend,5,20,23,"Vanessa's Dumpling House, 310, Bedford Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11249, United States"
535,1476904,60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3,20,20,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
536,1477336,94480,The Meatball Shop,Italian,32.93,Weekend,5,34,29,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
537,1476929,61181,S'MAC,American,24.2,Weekend,Not given,28,17,"S'MAC, 197, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
538,1477812,93505,Rubirosa,Italian,24.2,Weekend,5,31,15,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
539,1477210,182080,Shake Shack,American,14.65,Weekday,Not given,26,33,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
540,1477873,370053,Shake Shack,American,12.08,Weekend,3,29,24,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
541,1477858,60052,Rubirosa,Italian,5.77,Weekend,Not given,27,21,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
542,1477788,270444,P.J. Clarke's,American,4.71,Weekend,Not given,23,15,"P.J. Clarke’s, 915, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States"
543,1476711,106968,Blue Ribbon Fried Chicken,American,8.78,Weekend,Not given,22,26,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
544,1477997,186473,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,3,34,25,
545,1477523,53503,RedFarm Broadway,Chinese,12.23,Weekend,4,21,21,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
546,1476572,356195,Blue Ribbon Fried Chicken,American,29.15,Weekday,5,20,29,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
547,1476895,105460,Burger Joint,American,13.1,Weekend,Not given,22,18,"Burger Joint, Holmens gate, Ruseløkka, Frogner, Oslo, 0250, Norge"
548,1478236,121905,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.26,Weekend,4,21,21,
549,1476628,70456,Parm,Italian,12.56,Weekday,Not given,32,28,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
550,1476927,62626,Sushi of Gari 46,Japanese,13.05,Weekend,Not given,24,22,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
551,1477547,242754,Rubirosa,Italian,13.92,Weekend,Not given,29,27,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
552,1478349,229946,Balthazar Boulangerie,French,21.39,Weekend,Not given,35,29,"Balthazar Boulangerie, Russell Street, St Clement Danes, Covent Garden, City of Westminster, Greater London, England, WC2B 5HP, United Kingdom"
553,1477850,216438,Blue Ribbon Sushi,Japanese,29.25,Weekend,Not given,33,17,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
554,1478048,101202,Burger Joint,American,12.18,Weekend,4,35,15,"Burger Joint, Holmens gate, Ruseløkka, Frogner, Oslo, 0250, Norge"
555,1477133,175290,Shake Shack,American,12.18,Weekend,Not given,26,25,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
556,1476746,201471,ilili Restaurant,Middle Eastern,12.66,Weekend,5,21,15,"ilili Restaurant, 39, Wedal Road, Cathays, Cardiff, Cymru / Wales, CF14 3QX, United Kingdom"
557,1477724,80531,RedFarm Hudson,Chinese,12.18,Weekend,Not given,24,27,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
558,1476911,74707,Bareburger,American,8.63,Weekend,4,21,22,"Bareburger, 4a شارع, جميرا, دبي, الإمارات العربية المتحدة"
559,1478292,334373,Tamarind TriBeCa,Indian,12.18,Weekend,Not given,26,30,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
560,1478024,241719,Sushi of Gari Tribeca,Japanese,14.12,Weekend,Not given,21,29,
561,1478281,58898,Blue Ribbon Sushi,Japanese,16.93,Weekend,4,30,25,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
562,1478009,379538,Parm,Italian,6.79,Weekend,3,21,30,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
563,1476898,174437,Han Dynasty,Chinese,29.2,Weekend,Not given,26,30,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
564,1477285,325285,RedFarm Broadway,Chinese,14.02,Weekday,Not given,25,26,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
565,1478335,84502,Nobu Next Door,Japanese,25.17,Weekend,4,31,29,
566,1477934,60052,RedFarm Broadway,Chinese,12.61,Weekend,5,28,21,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
567,1476645,140477,Serafina Fabulous Pizza,Italian,13.68,Weekend,5,20,20,"Serafina Fabulous Pizza, Madison Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10037, United States"
568,1477450,79215,Blue Ribbon Sushi,Japanese,11.93,Weekend,3,24,21,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
569,1477657,177078,Lantern Thai Kitchen,Thai,13.97,Weekend,Not given,28,29,"Lantern Thai Kitchen, Montague Street, Brooklyn, Kings County, City of New York, New York, 11201, United States"
570,1478135,276431,The Meatball Shop,Italian,14.02,Weekday,5,20,27,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
571,1477254,58898,Blue Ribbon Sushi,Japanese,8.1,Weekend,5,35,18,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
572,1477705,60397,Jack's Wife Freda,Mediterranean,12.18,Weekend,3,33,23,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
573,1477814,62359,Pylos,Mediterranean,35.41,Weekday,4,21,29,"Πύλος, Δήμος Πύλου - Νέστορος, Περιφερειακή Ενότητα Μεσσηνίας, Περιφέρεια Πελοποννήσου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, 240 01, Ελλάς"
574,1478059,53947,Gaia Italian Cafe,Italian,8.78,Weekend,Not given,25,15,"Gaia Italian Cafè, 226, East 3rd Street, Alphabet City, East Village, Manhattan, New York County, City of New York, New York, 10009, United States"
575,1478192,54365,Shake Shack,American,16.25,Weekend,5,27,23,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
576,1477743,104130,Blue Ribbon Sushi,Japanese,6.64,Weekend,Not given,23,15,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
577,1477203,60138,The Meatball Shop,American,15.86,Weekday,5,29,26,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
578,1477292,386766,Parm,Italian,17.03,Weekday,3,21,27,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
579,1477178,47440,Bareburger,American,24.2,Weekend,4,23,23,"Bareburger, 4a شارع, جميرا, دبي, الإمارات العربية المتحدة"
580,1478283,167986,J. G. Melon,American,8.25,Weekday,3,34,33,"J.G. Melon, 1291, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States"
581,1477321,89844,Five Guys Burgers and Fries,American,12.08,Weekend,Not given,20,18,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
582,1477322,355592,CafÌ© China,Chinese,12.13,Weekend,Not given,27,25,
583,1477879,362961,ilili Restaurant,Middle Eastern,16.49,Weekend,4,30,28,"ilili Restaurant, 39, Wedal Road, Cathays, Cardiff, Cymru / Wales, CF14 3QX, United Kingdom"
584,1476741,318095,Blue Ribbon Sushi Izakaya,Japanese,6.79,Weekend,5,32,30,
585,1478303,72639,Sushi of Gari,Japanese,10.72,Weekday,Not given,30,26,"Sushi of Gari, 402, East 78th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States"
586,1476647,294246,Piccolo Angolo,Italian,19.35,Weekend,Not given,29,29,"角落咖啡館, 松江路124巷, 中吉里, 中山區, 朱厝崙, 臺北市, 10457, 臺灣"
587,1476669,142677,Chola Eclectic Indian Cuisine,Indian,8.73,Weekend,5,30,28,
588,1477049,175101,TAO,Japanese,9.65,Weekend,4,25,18,"曹县, 菏泽市, 山东省, 中国"
589,1477602,320493,Vanessa's Dumplings,Chinese,16.78,Weekend,5,27,29,
590,1477088,129486,Mamoun's Falafel,Mediterranean,12.61,Weekend,4,21,17,"Mamoun's Falafel, Northside Drive Northwest, Howell Station, Atlantic Station, Atlanta, Fulton County, Georgia, 30327, United States"
591,1476964,81405,RedFarm Broadway,Chinese,24.25,Weekend,5,29,22,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
592,1477981,154464,Westville Hudson,American,11.16,Weekend,4,24,20,"Westville, 333, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10013, United States"
593,1476717,151191,Pongsri Thai,Thai,20.18,Weekday,Not given,23,25,
594,1477851,66373,Blue Ribbon Sushi Izakaya,Japanese,32.93,Weekend,4,21,19,
595,1478063,367093,Parm,Italian,15.86,Weekday,Not given,30,24,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
596,1477636,94909,Parm,Italian,12.13,Weekend,4,29,26,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
597,1477763,111356,Blue Ribbon Sushi,Japanese,13.87,Weekday,Not given,31,30,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
598,1477944,70564,Rubirosa,Italian,14.12,Weekday,3,26,27,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
599,1478073,121686,TAO,Japanese,24.25,Weekend,4,22,21,"曹县, 菏泽市, 山东省, 中国"
600,1478357,142356,Blue Ribbon Sushi,Japanese,14.07,Weekday,Not given,35,29,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
601,1478055,7567,indikitch,Indian,5.58,Weekend,Not given,35,30,"Indikitch, 25, West 23rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10010, United States"
602,1476815,39029,Prosperity Dumpling,Chinese,13.63,Weekend,5,25,24,
603,1477019,62359,RedFarm Hudson,Chinese,15.52,Weekend,5,30,18,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
604,1477159,283310,Shake Shack,American,8.73,Weekend,Not given,35,17,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
605,1478409,151333,Melt Shop,American,25.27,Weekend,5,27,30,"Melt Shop, West Road, Village at Newtown, Newtown Township, Bucks County, Pennsylvania, 18940, United States"
606,1477471,103147,Hot Kitchen,Chinese,29.54,Weekend,5,34,28,"Hot Kitchen, 78-79, East Coast Road, CMWSSB Division 196, Ward 196, Zone 15 Sholinganallur, Sholinganallur, Tamil Nadu, 600041, India"
607,1476747,115213,Junoon,Indian,9.22,Weekday,Not given,30,32,"Junoon, 244-246, Ladypool Road, Moseley, Balsall Heath, Birmingham, West Midlands Combined Authority, England, B12 8JU, United Kingdom"
608,1477165,128600,Blue Ribbon Fried Chicken,American,15.33,Weekend,Not given,23,15,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
609,1477378,115610,Tamarind TriBeCa,Indian,12.13,Weekend,Not given,35,20,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
610,1476803,73873,Han Dynasty,Chinese,14.02,Weekend,Not given,24,15,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
611,1477792,270525,The Smile,American,8.39,Weekday,Not given,20,31,"The Smile, ถนนเสริมสุข, ช้างเผือก, เชียงใหม่, ป่าแดด, อำเภอสารภี, 50030, ประเทศไทย"
612,1478331,42424,Han Dynasty,Chinese,12.13,Weekend,5,33,27,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
613,1478319,84087,The Meatball Shop,Italian,16.49,Weekend,3,22,28,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
614,1477090,54081,Osteria Morini,Italian,9.22,Weekday,4,29,33,"Osteria Morini, 218, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States"
615,1477623,41136,The Meatball Shop,Italian,19.35,Weekend,Not given,27,20,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
616,1477098,304509,RedFarm Broadway,Chinese,22.8,Weekday,Not given,33,33,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
